,year,county,office,district,candidate,vote_share,pro_gun_control,candidate_male,candidate_hispanic
127,2016,ROBERTSON,house,17,William Matta,0.295726748,1,1,0
128,2016,RUSK,house,1,Shirley McKellar,0.247915396,1,0,0
129,2016,SABINE,house,1,Shirley McKellar,0.156508264,1,0,0
130,2016,SAN AUGUSTINE,house,1,Shirley McKellar,0.344307814,1,0,0
131,2016,SAN PATRICIO,house,27,Raul (Roy) Barrera,0.314351547,,1,1
132,2016,SAN PATRICIO,house,34,Filemon B. Vela,0.557067891,0,1,1
133,2016,SCHLEICHER,house,23,Pete P. Gallego,0.217305801,0,1,1
134,2016,SHELBY,house,1,Shirley McKellar,0.2392837,1,0,0
135,2016,SMITH,house,1,Shirley McKellar,0.345705091,1,0,0
136,2016,SOMERVELL,house,25,Kathi Thomas,0.140455531,1,0,0
137,2016,STARR,house,28,Henry Cuellar,0.869897959,0,1,1
138,2016,SUTTON,house,23,Pete P. Gallego,0.231277533,0,1,1
139,2016,TARRANT,house,6,Ruby Faye Woolridge,0.871928923,1,0,1
140,2016,TARRANT,house,12,Bill Bradshaw,0.480175026,,1,0
141,2016,TARRANT,house,24,Jan McDowell,0.32227037,1,1,0
142,2016,TARRANT,house,25,Kathi Thomas,0.255319149,1,0,0
143,2016,TARRANT,house,26,Eric Mauck,0.264282778,1,1,0
144,2016,TARRANT,house,33,Marc Veasy,0.772163051,1,1,0
145,2016,TERRELL,house,23,Pete P. Gallego,0.442352941,0,1,1
146,2016,TRAVIS,house,10,Tawana W. Cadien,0.63106861,1,0,1
147,2016,TRAVIS,house,17,William Matta,0.642466918,1,1,0
148,2016,TRAVIS,house,21,Tom Wakely,0.681685506,1,1,0
149,2016,TRAVIS,house,25,Kathi Thomas,0.577773405,1,0,0
150,2016,TRAVIS,house,35,Lloyd Doggett,0.824413249,1,1,0
151,2016,TYLER,house,36,Hal J Ridley Jr. ,0.071735626,1,1,0
152,2016,UPSHUR,house,1,Shirley McKellar,0.208278408,1,0,0
153,2016,UPTON,house,23,Pete P. Gallego,0.250612245,0,1,1
154,2016,UVALDE,house,23,Pete P. Gallego,0.446975006,0,1,1
155,2016,VAL VERDE,house,23,Pete P. Gallego,0.546608549,0,1,1
156,2016,VICTORIA,house,27,Raul (Roy) Barrera,0.295441109,,1,1
157,2016,WALLER,house,10,Tawana W. Cadien,0.335676409,1,0,1
158,2016,WARD,house,23,Pete P. Gallego,0.262012693,0,1,1
159,2016,WASHINGTON,house,10,Tawana W. Cadien,0.202772721,1,0,1
160,2016,WEBB,house,28,Henry Cuellar,0.886362818,0,1,1
161,2016,WHARTON,house,27,Raul (Roy) Barrera,0.290649983,,1,1
162,2016,WILLACY,house,34,Filemon B. Vela,0.701624512,0,1,1
163,2016,WILLIAMSON,house,31,Mike Clark,0.398998695,1,1,0
164,2016,WILSON,house,15,Vincete Gonzalez,0.15379902,1,1,1
165,2016,WILSON,house,28,Henry Cuellar,0.348651526,0,1,1
166,2016,WINKLER,house,23,Pete P. Gallego,0.220254566,0,1,1
167,2016,WISE,house,12,Bill Bradshaw,0.167534496,,1,0
168,2016,WOOD,house,1,Shirley McKellar,0.159633628,1,0,0
169,2016,ZAPATA,house,28,Henry Cuellar,0.834837847,0,1,1
170,2016,ZAVALA,house,23,Pete P. Gallego,0.800194301,0,1,1
171,2016,ANDERSON,president,,Hillary Clinton,0.2,1,0,0
172,2016,ANDREWS,president,,Hillary Clinton,0.18,1,0,0
173,2016,ANGELINA,president,,Hillary Clinton,0.26,1,0,0
174,2016,ARANSAS,president,,Hillary Clinton,0.24,1,0,0
175,2016,ARCHER,president,,Hillary Clinton,0.09,1,0,0
176,2016,ARMSTRONG,president,,Hillary Clinton,0.07,1,0,0
177,2016,ATASCOSA,president,,Hillary Clinton,0.35,1,0,0
178,2016,AUSTIN,president,,Hillary Clinton,0.19,1,0,0
179,2016,BAILEY,president,,Hillary Clinton,0.23,1,0,0
180,2016,BANDERA,president,,Hillary Clinton,0.17,1,0,0
181,2016,BASTROP,president,,Hillary Clinton,0.39,1,0,0
182,2016,BAYLOR,president,,Hillary Clinton,0.13,1,0,0
183,2016,BEE,president,,Hillary Clinton,0.42,1,0,0
184,2016,BELL,president,,Hillary Clinton,0.42,1,0,0
185,2016,BEXAR,president,,Hillary Clinton,0.57,1,0,0
186,2016,BLANCO,president,,Hillary Clinton,0.23,1,0,0
187,2016,BORDEN,president,,Hillary Clinton,0.09,1,0,0
188,2016,BOSQUE,president,,Hillary Clinton,0.17,1,0,0
189,2016,BOWIE,president,,Hillary Clinton,0.26,1,0,0
190,2016,BRAZORIA,president,,Hillary Clinton,0.37,1,0,0
191,2016,BRAZOS,president,,Hillary Clinton,0.37,1,0,0
192,2016,BREWSTER,president,,Hillary Clinton,0.47,1,0,0
193,2016,BRISCOE,president,,Hillary Clinton,0.13,1,0,0
194,2016,BROOKS,president,,Hillary Clinton,0.76,1,0,0
195,2016,BROWN,president,,Hillary Clinton,0.12,1,0,0
196,2016,BURLESON,president,,Hillary Clinton,0.22,1,0,0
197,2016,BURNET,president,,Hillary Clinton,0.21,1,0,0
198,2016,CALDWELL,president,,Hillary Clinton,0.42,1,0,0
199,2016,CALHOUN,president,,Hillary Clinton,0.31,1,0,0
200,2016,CALLAHAN,president,,Hillary Clinton,0.1,1,0,0
201,2016,CAMERON,president,,Hillary Clinton,0.67,1,0,0
202,2016,CAMP,president,,Hillary Clinton,0.28,1,0,0
203,2016,CARSON,president,,Hillary Clinton,0.09,1,0,0
204,2016,CASS,president,,Hillary Clinton,0.2,1,0,0
205,2016,CASTRO,president,,Hillary Clinton,0.27,1,0,0
206,2016,CHAMBERS,president,,Hillary Clinton,0.18,1,0,0
207,2016,CHEROKEE,president,,Hillary Clinton,0.21,1,0,0
208,2016,CHILDRESS,president,,Hillary Clinton,0.12,1,0,0
209,2016,CLAY,president,,Hillary Clinton,0.11,1,0,0
210,2016,COCHRAN,president,,Hillary Clinton,0.22,1,0,0
211,2016,COKE,president,,Hillary Clinton,0.1,1,0,0
212,2016,COLEMAN,president,,Hillary Clinton,0.11,1,0,0
213,2016,COLLIN,president,,Hillary Clinton,0.41,1,0,0
214,2016,COLLINGSWORTH,president,,Hillary Clinton,0.13,1,0,0
215,2016,COLORADO,president,,Hillary Clinton,0.24,1,0,0
216,2016,COMAL,president,,Hillary Clinton,0.24,1,0,0
217,2016,COMANCHE,president,,Hillary Clinton,0.15,1,0,0
218,2016,CONCHO,president,,Hillary Clinton,0.14,1,0,0
219,2016,COOKE,president,,Hillary Clinton,0.15,1,0,0
220,2016,CORYELL,president,,Hillary Clinton,0.29,1,0,0
221,2016,COTTLE,president,,Hillary Clinton,0.15,1,0,0
222,2016,CRANE,president,,Hillary Clinton,0.22,1,0,0
223,2016,CROCKETT,president,,Hillary Clinton,0.28,1,0,0
224,2016,CROSBY,president,,Hillary Clinton,0.28,1,0,0
225,2016,CULBERSON,president,,Hillary Clinton,0.62,1,0,0
226,2016,DALLAM,president,,Hillary Clinton,0.15,1,0,0
227,2016,DALLAS,president,,Hillary Clinton,0.64,1,0,0
228,2016,DAWSON,president,,Hillary Clinton,0.24,1,0,0
229,2016,DEAF SMITH,president,,Hillary Clinton,0.29,1,0,0
230,2016,DELTA,president,,Hillary Clinton,0.18,1,0,0
231,2016,DENTON,president,,Hillary Clinton,0.39,1,0,0
232,2016,DEWITT,president,,Hillary Clinton,0.17,1,0,0
233,2016,DICKENS,president,,Hillary Clinton,0.14,1,0,0
234,2016,DIMMIT,president,,Hillary Clinton,0.69,1,0,0
235,2016,DONLEY,president,,Hillary Clinton,0.13,1,0,0
236,2016,DUVAL,president,,Hillary Clinton,0.68,1,0,0
237,2016,EASTLAND,president,,Hillary Clinton,0.11,1,0,0
238,2016,ECTOR,president,,Hillary Clinton,0.29,1,0,0
239,2016,EDWARDS,president,,Hillary Clinton,0.29,1,0,0
240,2016,EL PASO,president,,Hillary Clinton,0.73,1,0,0
241,2016,ELLIS,president,,Hillary Clinton,0.27,1,0,0
242,2016,ERATH,president,,Hillary Clinton,0.16,1,0,0
243,2016,FALLS,president,,Hillary Clinton,0.33,1,0,0
244,2016,FANNIN,president,,Hillary Clinton,0.18,1,0,0
245,2016,FAYETTE,president,,Hillary Clinton,0.2,1,0,0
246,2016,FISHER,president,,Hillary Clinton,0.24,1,0,0
247,2016,FLOYD,president,,Hillary Clinton,0.23,1,0,0
248,2016,FOARD,president,,Hillary Clinton,0.23,1,0,0
249,2016,FORT BEND,president,,Hillary Clinton,0.53,1,0,0
250,2016,FRANKLIN,president,,Hillary Clinton,0.16,1,0,0
251,2016,FREESTONE,president,,Hillary Clinton,0.2,1,0,0
252,2016,FRIO,president,,Hillary Clinton,0.57,1,0,0
253,2016,GAINES,president,,Hillary Clinton,0.13,1,0,0
254,2016,GALVESTON,president,,Hillary Clinton,0.37,1,0,0
255,2016,GARZA,president,,Hillary Clinton,0.16,1,0,0
256,2016,GILLESPIE,president,,Hillary Clinton,0.18,1,0,0
257,2016,GLASSCOCK,president,,Hillary Clinton,0.06,1,0,0
258,2016,GOLIAD,president,,Hillary Clinton,0.27,1,0,0
259,2016,GONZALES,president,,Hillary Clinton,0.26,1,0,0
260,2016,GRAY,president,,Hillary Clinton,0.1,1,0,0
261,2016,GRAYSON,president,,Hillary Clinton,0.23,1,0,0
262,2016,GREGG,president,,Hillary Clinton,0.29,1,0,0
263,2016,GRIMES,president,,Hillary Clinton,0.24,1,0,0
264,2016,GUADALUPE,president,,Hillary Clinton,0.33,1,0,0
265,2016,HALE,president,,Hillary Clinton,0.25,1,0,0
266,2016,HALL,president,,Hillary Clinton,0.16,1,0,0
267,2016,HAMILTON,president,,Hillary Clinton,0.14,1,0,0
268,2016,HANSFORD,president,,Hillary Clinton,0.09,1,0,0
269,2016,HARDEMAN,president,,Hillary Clinton,0.17,1,0,0
270,2016,HARDIN,president,,Hillary Clinton,0.12,1,0,0
271,2016,HARRIS,president,,Hillary Clinton,0.56,1,0,0
272,2016,HARRISON,president,,Hillary Clinton,0.28,1,0,0
273,2016,HARTLEY,president,,Hillary Clinton,0.09,1,0,0
274,2016,HASKELL,president,,Hillary Clinton,0.18,1,0,0
275,2016,HAYS,president,,Hillary Clinton,0.5,1,0,0
276,2016,HEMPHILL,president,,Hillary Clinton,0.11,1,0,0
277,2016,HENDERSON,president,,Hillary Clinton,0.19,1,0,0
278,2016,HIDALGO,president,,Hillary Clinton,0.71,1,0,0
279,2016,HILL,president,,Hillary Clinton,0.2,1,0,0
280,2016,HOCKLEY,president,,Hillary Clinton,0.18,1,0,0
281,2016,HOOD,president,,Hillary Clinton,0.16,1,0,0
282,2016,HOPKINS,president,,Hillary Clinton,0.19,1,0,0
283,2016,HOUSTON,president,,Hillary Clinton,0.24,1,0,0
284,2016,HOWARD,president,,Hillary Clinton,0.21,1,0,0
285,2016,HUDSPETH,president,,Hillary Clinton,0.39,1,0,0
286,2016,HUNT,president,,Hillary Clinton,0.21,1,0,0
287,2016,HUTCHINSON,president,,Hillary Clinton,0.11,1,0,0
288,2016,IRION,president,,Hillary Clinton,0.12,1,0,0
289,2016,JACK,president,,Hillary Clinton,0.1,1,0,0
290,2016,JACKSON,president,,Hillary Clinton,0.17,1,0,0
291,2016,JASPER,president,,Hillary Clinton,0.2,1,0,0
292,2016,JEFF DAVIS,president,,Hillary Clinton,0.38,1,0,0
293,2016,JEFFERSON,president,,Hillary Clinton,0.5,1,0,0
294,2016,JIM HOGG,president,,Hillary Clinton,0.79,1,0,0
295,2016,JIM WELLS,president,,Hillary Clinton,0.55,1,0,0
296,2016,JOHNSON,president,,Hillary Clinton,0.2,1,0,0
297,2016,JONES,president,,Hillary Clinton,0.16,1,0,0
298,2016,KARNES,president,,Hillary Clinton,0.28,1,0,0
299,2016,KAUFMAN,president,,Hillary Clinton,0.26,1,0,0
300,2016,KENDALL,president,,Hillary Clinton,0.19,1,0,0
301,2016,KENEDY,president,,Hillary Clinton,0.54,1,0,0
302,2016,KENT,president,,Hillary Clinton,0.14,1,0,0
303,2016,KERR,president,,Hillary Clinton,0.21,1,0,0
304,2016,KIMBLE,president,,Hillary Clinton,0.11,1,0,0
305,2016,KING,president,,Hillary Clinton,0.03,1,0,0
306,2016,KINNEY,president,,Hillary Clinton,0.33,1,0,0
307,2016,KLEBERG,president,,Hillary Clinton,0.52,1,0,0
308,2016,KNOX,president,,Hillary Clinton,0.19,1,0,0
309,2016,LAMAR,president,,Hillary Clinton,0.2,1,0,0
310,2016,LAMB,president,,Hillary Clinton,0.2,1,0,0
311,2016,LAMPASAS,president,,Hillary Clinton,0.19,1,0,0
312,2016,LASALLE,president,,Hillary Clinton,0.56,1,0,0
313,2016,LAVACA,president,,Hillary Clinton,0.14,1,0,0
314,2016,LEE,president,,Hillary Clinton,0.22,1,0,0
315,2016,LEON,president,,Hillary Clinton,0.12,1,0,0
316,2016,LIBERTY,president,,Hillary Clinton,0.2,1,0,0
317,2016,LIMESTONE,president,,Hillary Clinton,0.23,1,0,0
318,2016,LIPSCOMB,president,,Hillary Clinton,0.1,1,0,0
319,2016,LIVE OAK,president,,Hillary Clinton,0.18,1,0,0
320,2016,LLANO,president,,Hillary Clinton,0.18,1,0,0
321,2016,LOVING,president,,Hillary Clinton,0.06,1,0,0
322,2016,LUBBOCK,president,,Hillary Clinton,0.3,1,0,0
323,2016,LYNN,president,,Hillary Clinton,0.21,1,0,0
324,2016,MADISON,president,,Hillary Clinton,0.21,1,0,0
325,2016,MARION,president,,Hillary Clinton,0.28,1,0,0
326,2016,MARTIN,president,,Hillary Clinton,0.15,1,0,0
327,2016,MASON,president,,Hillary Clinton,0.18,1,0,0
328,2016,MATAGORDA,president,,Hillary Clinton,0.29,1,0,0
329,2016,MAVERICK,president,,Hillary Clinton,0.79,1,0,0
330,2016,MCCULLOCH,president,,Hillary Clinton,0.16,1,0,0
331,2016,MCLENNAN,president,,Hillary Clinton,0.36,1,0,0
332,2016,MCMULLEN,president,,Hillary Clinton,0.08,1,0,0
333,2016,MEDINA,president,,Hillary Clinton,0.28,1,0,0
334,2016,MENARD,president,,Hillary Clinton,0.18,1,0,0
335,2016,MIDLAND,president,,Hillary Clinton,0.21,1,0,0
336,2016,MILAM,president,,Hillary Clinton,0.24,1,0,0
337,2016,MILLS,president,,Hillary Clinton,0.11,1,0,0
338,2016,MITCHELL,president,,Hillary Clinton,0.17,1,0,0
339,2016,MONTAGUE,president,,Hillary Clinton,0.11,1,0,0
340,2016,MONTGOMERY,president,,Hillary Clinton,0.23,1,0,0
341,2016,MOORE,president,,Hillary Clinton,0.22,1,0,0
342,2016,MORRIS,president,,Hillary Clinton,0.29,1,0,0
343,2016,MOTLEY,president,,Hillary Clinton,0.07,1,0,0
344,2016,NACOGDOCHES,president,,Hillary Clinton,0.32,1,0,0
345,2016,NAVARRO,president,,Hillary Clinton,0.25,1,0,0
346,2016,NEWTON,president,,Hillary Clinton,0.21,1,0,0
347,2016,NOLAN,president,,Hillary Clinton,0.22,1,0,0
348,2016,NUECES,president,,Hillary Clinton,0.49,1,0,0
349,2016,OCHILTREE,president,,Hillary Clinton,0.09,1,0,0
350,2016,OLDHAM,president,,Hillary Clinton,0.08,1,0,0
351,2016,ORANGE,president,,Hillary Clinton,0.18,1,0,0
352,2016,PALO PINTO,president,,Hillary Clinton,0.17,1,0,0
353,2016,PANOLA,president,,Hillary Clinton,0.18,1,0,0
354,2016,PARKER,president,,Hillary Clinton,0.15,1,0,0
355,2016,PARMER,president,,Hillary Clinton,0.2,1,0,0
356,2016,PECOS,president,,Hillary Clinton,0.39,1,0,0
357,2016,POLK,president,,Hillary Clinton,0.22,1,0,0
358,2016,POTTER,president,,Hillary Clinton,0.28,1,0,0
359,2016,PRESIDIO,president,,Hillary Clinton,0.69,1,0,0
360,2016,RAINS,president,,Hillary Clinton,0.14,1,0,0
361,2016,RANDALL,president,,Hillary Clinton,0.16,1,0,0
362,2016,REAGAN,president,,Hillary Clinton,0.19,1,0,0
363,2016,REAL,president,,Hillary Clinton,0.16,1,0,0
364,2016,RED RIVER,president,,Hillary Clinton,0.23,1,0,0
365,2016,REEVES,president,,Hillary Clinton,0.54,1,0,0
366,2016,REFUGIO,president,,Hillary Clinton,0.36,1,0,0
367,2016,ROBERTS,president,,Hillary Clinton,0.04,1,0,0
368,2016,ROBERTSON,president,,Hillary Clinton,0.32,1,0,0
369,2016,ROCKWALL,president,,Hillary Clinton,0.25,1,0,0
370,2016,RUNNELS,president,,Hillary Clinton,0.12,1,0,0
371,2016,RUSK,president,,Hillary Clinton,0.21,1,0,0
372,2016,SABINE,president,,Hillary Clinton,0.13,1,0,0
373,2016,SAN AUGUSTINE,president,,Hillary Clinton,0.26,1,0,0
374,2016,SAN JACINTO,president,,Hillary Clinton,0.2,1,0,0
375,2016,SAN PATRICIO,president,,Hillary Clinton,0.38,1,0,0
376,2016,SAN SABA,president,,Hillary Clinton,0.13,1,0,0
377,2016,SCHLEICHER,president,,Hillary Clinton,0.2,1,0,0
378,2016,SCURRY,president,,Hillary Clinton,0.14,1,0,0
379,2016,SHACKELFORD,president,,Hillary Clinton,0.07,1,0,0
380,2016,SHELBY,president,,Hillary Clinton,0.2,1,0,0
381,2016,SHERMAN,president,,Hillary Clinton,0.11,1,0,0
382,2016,SMITH,president,,Hillary Clinton,0.27,1,0,0
383,2016,SOMERVELL,president,,Hillary Clinton,0.14,1,0,0
384,2016,STARR,president,,Hillary Clinton,0.81,1,0,0
385,2016,STEPHENS,president,,Hillary Clinton,0.1,1,0,0
386,2016,STERLING,president,,Hillary Clinton,0.11,1,0,0
387,2016,STONEWALL,president,,Hillary Clinton,0.2,1,0,0
388,2016,SUTTON,president,,Hillary Clinton,0.23,1,0,0
389,2016,SWISHER,president,,Hillary Clinton,0.22,1,0,0
390,2016,TARRANT,president,,Hillary Clinton,0.45,1,0,0
391,2016,TAYLOR,president,,Hillary Clinton,0.23,1,0,0
392,2016,TERRELL,president,,Hillary Clinton,0.33,1,0,0
393,2016,TERRY,president,,Hillary Clinton,0.23,1,0,0
394,2016,THROCKMORTON,president,,Hillary Clinton,0.11,1,0,0
395,2016,TITUS,president,,Hillary Clinton,0.29,1,0,0
396,2016,TOM GREEN,president,,Hillary Clinton,0.25,1,0,0
397,2016,TRAVIS,president,,Hillary Clinton,0.71,1,0,0
398,2016,TRINITY,president,,Hillary Clinton,0.2,1,0,0
399,2016,TYLER,president,,Hillary Clinton,0.16,1,0,0
400,2016,UPSHUR,president,,Hillary Clinton,0.15,1,0,0
401,2016,UPTON,president,,Hillary Clinton,0.22,1,0,0
402,2016,UVALDE,president,,Hillary Clinton,0.44,1,0,0
403,2016,VAL VERDE,president,,Hillary Clinton,0.54,1,0,0
404,2016,VAN ZANDT,president,,Hillary Clinton,0.13,1,0,0
405,2016,VICTORIA,president,,Hillary Clinton,0.29,1,0,0
406,2016,WALKER,president,,Hillary Clinton,0.32,1,0,0
407,2016,WALLER,president,,Hillary Clinton,0.35,1,0,0
408,2016,WARD,president,,Hillary Clinton,0.24,1,0,0
409,2016,WASHINGTON,president,,Hillary Clinton,0.24,1,0,0
410,2016,WEBB,president,,Hillary Clinton,0.77,1,0,0
411,2016,WHARTON,president,,Hillary Clinton,0.29,1,0,0
412,2016,WHEELER,president,,Hillary Clinton,0.09,1,0,0
413,2016,WICHITA,president,,Hillary Clinton,0.24,1,0,0
414,2016,WILBARGER,president,,Hillary Clinton,0.2,1,0,0
415,2016,WILLACY,president,,Hillary Clinton,0.69,1,0,0
416,2016,WILLIAMSON,president,,Hillary Clinton,0.45,1,0,0
417,2016,WILSON,president,,Hillary Clinton,0.25,1,0,0
418,2016,WINKLER,president,,Hillary Clinton,0.23,1,0,0
419,2016,WISE,president,,Hillary Clinton,0.14,1,0,0
420,2016,WOOD,president,,Hillary Clinton,0.14,1,0,0
421,2016,YOAKUM,president,,Hillary Clinton,0.19,1,0,0
422,2016,YOUNG,president,,Hillary Clinton,0.12,1,0,0
423,2016,ZAPATA,president,,Hillary Clinton,0.67,1,0,0
424,2016,ZAVALA,president,,Hillary Clinton,0.79,1,0,0
0,2014,ANGELINA,house,1,Shirley J McKellar,0.216688694,1,0,0
1,2014,GREGG,house,1,Shirley J McKellar,0.250467778,1,0,0
2,2014,HARRISON,house,1,Shirley J McKellar,0.274186908,1,0,0
3,2014,NACOGDOCHES,house,1,Shirley J McKellar,0.242334154,1,0,0
4,2014,PANOLA,house,1,Shirley J McKellar,0.186310459,1,0,0
5,2014,RUSK,house,1,Shirley J McKellar,0.18149704,1,0,0
6,2014,SABINE,house,1,Shirley J McKellar,0.141654466,1,0,0
7,2014,SAN AUGUSTINE,house,1,Shirley J McKellar,0.295299469,1,0,0
8,2014,SHELBY,house,1,Shirley J McKellar,0.199742978,1,0,0
9,2014,SMITH,house,1,Shirley J McKellar,0.227502632,1,0,0
10,2014,UPSHUR,house,1,Shirley J McKellar,0.17973985,1,0,0
11,2014,WOOD,house,1,Shirley J McKellar,0.12325784,1,0,0
12,2014,HARRIS,house,2,Niko Lestos,0.303706335,,1,0
13,2014,ELLIS,house,6,David E. Cozad,0.224746004,,1,0
14,2014,NAVARRO,house,6,David E. Cozad,0.215165262,,1,0
15,2014,TARRANT,house,6,David E. Cozad,0.429946734,,1,0
16,2014,HARRIS,house,7,James Cargas,0.353202364,1,1,0
17,2014,HARRIS,house,7,James Cargas,0.353202364,1,1,0
18,2014,AUSTIN,house,10,Tawana Walter-Cadien,0.136643297,1,0,0
19,2014,BASTROP,house,10,Tawana Walter-Cadien,0.374946004,1,0,0
20,2014,COLORADO,house,10,Tawana Walter-Cadien,0.197997548,1,0,0
21,2014,FAYETTE,house,10,Tawana Walter-Cadien,0.163796724,1,0,0
22,2014,HARRIS,house,10,Tawana Walter-Cadien,0.212395846,1,0,0
23,2014,LEE,house,10,Tawana Walter-Cadien,0.186516854,1,0,0
24,2014,TRAVIS,house,10,Tawana Walter-Cadien,0.579458275,1,0,0
25,2014,WALLER,house,10,Tawana Walter-Cadien,0.270303573,1,0,0
26,2014,WASHINGTON,house,10,Tawana Walter-Cadien,0.17711078,1,0,0
27,2014,PARKER,house,12,Mark Greene,0.133329018,1,1,0
28,2014,TARRANT,house,12,Mark Greene,0.309400667,1,1,0
29,2014,WISE,house,12,Mark Greene,0.139252122,1,1,0
30,2014,ARCHER,house,13,Mike Minter,0.096333853,,1,0
31,2014,ARMSTRONG,house,13,Mike Minter,0.078899083,,1,0
32,2014,BAYLOR,house,13,Mike Minter,0.138480392,,1,0
33,2014,BRISCOE,house,13,Mike Minter,0.115768463,,1,0
34,2014,CARSON,house,13,Mike Minter,0.091161757,,1,0
35,2014,CHILDRESS,house,13,Mike Minter,0.105164319,,1,0
36,2014,CLAY,house,13,Mike Minter,0.11420205,,1,0
37,2014,COLLINGSWORTH,house,13,Mike Minter,0.108614232,,1,0
38,2014,COOKE,house,13,Mike Minter,0.117225162,,1,0
39,2014,COTTLE,house,13,Mike Minter,0.12173913,,1,0
40,2014,DALLAM,house,13,Mike Minter,0.103067485,,1,0
41,2014,DEAF SMITH,house,13,Mike Minter,0.152362949,,1,0
42,2014,DICKENS,house,13,Mike Minter,0.103792415,,1,0
43,2014,DONLEY,house,13,Mike Minter,0.101433297,,1,0
44,2014,FLOYD,house,13,Mike Minter,0.081858407,,1,0
45,2014,FOARD,house,13,Mike Minter,0.28852459,,1,0
46,2014,GRAY,house,13,Mike Minter,0.065368567,,1,0
47,2014,HALL,house,13,Mike Minter,0.127622378,,1,0
48,2014,HANSFORD,house,13,Mike Minter,0.031896552,,1,0
49,2014,HARDEMAN,house,13,Mike Minter,0.165898618,,1,0
50,2014,HARTLEY,house,13,Mike Minter,0.080956762,,1,0
51,2014,HEMPHILL,house,13,Mike Minter,0.079345088,,1,0
52,2014,HUTCHINSON,house,13,Mike Minter,0.084099265,,1,0
53,2014,JACK,house,13,Mike Minter,0.112543962,,1,0
54,2014,KING,house,13,Mike Minter,0.011235955,,1,0
55,2014,KNOX,house,13,Mike Minter,0.163972286,,1,0
56,2014,LIPSCOMB,house,13,Mike Minter,0.076372315,,1,0
57,2014,MONTAGUE,house,13,Mike Minter,0.108452217,,1,0
58,2014,MOORE,house,13,Mike Minter,0.091381872,,1,0
59,2014,MOTLEY,house,13,Mike Minter,0.035911602,,1,0
60,2014,OCHILTREE,house,13,Mike Minter,0.035828535,,1,0
61,2014,OLDHAM,house,13,Mike Minter,0.043399638,,1,0
62,2014,POTTER,house,13,Mike Minter,0.184316405,,1,0
63,2014,RANDALL,house,13,Mike Minter,0.106675007,,1,0
64,2014,ROBERTS,house,13,Mike Minter,0.034985423,,1,0
65,2014,SHERMAN,house,13,Mike Minter,0.063356164,,1,0
66,2014,SWISHER,house,13,Mike Minter,0.196519217,,1,0
67,2014,WHEELER,house,13,Mike Minter,0.074615385,,1,0
68,2014,WICHITA,house,13,Mike Minter,0.203464046,,1,0
69,2014,WILBARGER,house,13,Mike Minter,0.17247844,,1,0
70,2014,WISE,house,13,Mike Minter,0.139905019,,1,0
71,2014,BRAZORIA,house,14,Donald G. Brown,0.237805305,,1,0
72,2014,GALVESTON,house,14,Donald G. Brown,0.33490362,,1,0
73,2014,JEFFERSON,house,14,Donald G. Brown,0.480860781,,1,0
74,2014,BROOKS,house,15,Ruben Hinojosa,0.800197824,1,1,1
75,2014,DUVAL,house,15,Ruben Hinojosa,0.820635463,1,1,1
76,2014,GUADALUPE,house,15,Ruben Hinojosa,0.279490359,1,1,1
77,2014,HIDALGO,house,15,Ruben Hinojosa,0.681247881,1,1,1
78,2014,JIM HOGG,house,15,Ruben Hinojosa,0.803443329,1,1,1
79,2014,KARNES,house,15,Ruben Hinojosa,0.355773328,1,1,1
80,2014,LIVE OAK,house,15,Ruben Hinojosa,0.185452999,1,1,1
81,2014,WILSON,house,15,Ruben Hinojosa,0.173817382,1,1,1
82,2014,EL PASO,house,16,Beto O'Rourke,0.698225355,1,1,0
83,2014,BASTROP,house,17,Nick Haynes,0.333333333,,1,0
84,2014,BRAZOS,house,17,Nick Haynes,0.258307561,,1,0
85,2014,BURLESON,house,17,Nick Haynes,0.214583845,,1,0
86,2014,FALLS,house,17,Nick Haynes,0.27802385,,1,0
87,2014,FREESTONE,house,17,Nick Haynes,0.196307548,,1,0
88,2014,LEE,house,17,Nick Haynes,0.247958426,,1,0
89,2014,LEON,house,17,Nick Haynes,0.105113636,,1,0
90,2014,LIMESTONE,house,17,Nick Haynes,0.220511606,,1,0
91,2014,MCLENNAN,house,17,Nick Haynes,0.279814385,,1,0
92,2014,MILAM,house,17,Nick Haynes,0.247838009,,1,0
93,2014,ROBERTSON,house,17,Nick Haynes,0.337291205,,1,0
94,2014,TRAVIS,house,17,Nick Haynes,0.612427155,,1,0
95,2014,HARRIS,house,18,Sheila Jackson Lee,0.74352686,1,0,0
96,2014,BAILEY,house,19,Neal Marchbanks,0.13753878,,1,0
97,2014,BORDEN,house,19,Neal Marchbanks,0.053278689,,1,0
98,2014,CASTRO,house,19,Neal Marchbanks,0.178280543,,1,0
99,2014,COCHRAN,house,19,Neal Marchbanks,0.141304348,,1,0
100,2014,CROSBY,house,19,Neal Marchbanks,0.232264334,,1,0
101,2014,FISHER,house,19,Neal Marchbanks,0.329059829,,1,0
102,2014,FLOYD,house,19,Neal Marchbanks,0.133768352,,1,0
103,2014,GAINES,house,19,Neal Marchbanks,0.099709182,,1,0
104,2014,GARZA,house,19,Neal Marchbanks,0.105660377,,1,0
105,2014,HALE,house,19,Neal Marchbanks,0.134032912,,1,0
106,2014,HASKELL,house,19,Neal Marchbanks,0.260058881,,1,0
107,2014,HOCKLEY,house,19,Neal Marchbanks,0.13427762,,1,0
